#漢字	音標	解釋
滸	hu3	
滹	hu1	
滺	you1	
滻	chan3	
滚	gun3	
滿	man3	
漁	yu2	
漂	piao1	
漂	piao3	
漂	piao4	
漅	chao2	
漆	qi1	
漆	qu4	
漈	ji4	
漉	lu4	
漊	lou2	
漏	lou4	
漓	li2	
演	yan3	
漕	zao4	
漕	cao2	
漘	chun2	
漙	tuan2	
漚	ou1	
漚	ou4	
漠	mo4	
漢	han4	
漣	lian2	
漦	li2	
漩	xuan2	
漩	xuan4	
漪	yi1	
漫	man2	
漫	man4	
漬	zi4	
漭	mang3	
漯	ta4	
漯	luo4	
漰	peng1	
漱	shu4	
漱	sou4	
漲	zhang3	
漲	zhang4	
漳	zhang1	
漵	xu4	
漶	huan4	
漷	kuo4	
漸	jian1	
漸	jian4	
漻	liao2	
漼	cui3	
漾	yang4	
漿	jiang1	
潀	zhong1	
潁	ying3	
潎	pi4	
潎	pie1	
潏	jue2	
潑	po1	
潔	jie2	
潘	pan1	
潚	xiao1	
潛	qian2	
潝	xi4	
潞	lu4	
潟	xi4	
潠	xun4	
潠	sun4	
潢	huang2	
潤	run4	
潦	lao3	
潦	lao4	
潦	liao2	
潬	dan4	
潬	tan1	
潭	tan2	
潮	chao2	
潯	xun2	
潰	kui4	
潰	hui4	
潲	shao4	
潸	shan1	
潺	chan2	
潼	tong2	
潾	lin2	
澀	se4	
澂	cheng2	
澄	deng4	
澄	cheng2	
澆	jiao1	
澇	lao4	
澈	che4	
澉	gan3	
澌	si1	
澍	shu4	
澎	peng1	
澎	peng2	
澐	yun2	
澒	hong4	
澓	fu2	
澔	hao4	
澗	jian4	
澠	min3	
澠	sheng2	
澡	zao3	
澣	huan3	
澣	wan3	
澤	ze2	
澥	xie4	
澦	yu4	
澧	li3	
澨	shi4	
澩	xiao4	
澩	xue2	
澭	yong1	
澮	kuai4	
澱	dian4	
澳	ao4	
澳	yu4	
澴	huan2	
澶	chan2	
澹	dan4	
澹	tan2	
澼	pi4	
激	ji1	
濁	zhuo2	
濂	lian2	
濃	nong2	
濆	pen1	
濆	fen2	
濇	se4	
濈	ji2	
濊	huo4	
濊	hui4	
濊	wei4	
濌	ta4	
濔	mi3	
濕	xi2	
濕	shi1	
濘	ning4	
濛	meng2	
濜	jin4	
濞	pi4	
濟	ji3	
濟	ji4	
濠	hao2	
濡	ru2	
濤	tao1	
濤	tao2	
濩	huo4	
濫	lan4	
濬	jun4	
濮	pu2	
濯	zhuo2	
濰	wei2	
濱	bin1	
濺	jian4	
濼	bo2	
濼	po4	
濼	luo4	
濾	lv4	
瀁	yang3	
瀁	yang4	
瀄	jie2	
瀅	ying2	
瀆	du2	
瀇	wang3	
瀉	xie4	
瀋	shen3	
瀌	biao1	
瀍	chan2	
瀏	liu2	
瀑	bao4	
瀑	pu4	
瀕	bin1	
瀕	pin2	
瀘	lu2	
瀚	han4	
瀛	ying2	
瀝	li4	
瀟	xiao1	
瀠	ying2	
瀡	sui3	
瀣	xie4	
瀦	zhu1	
瀧	long2	
瀧	shuang1	
瀨	lai4	
瀯	ying2	
瀰	mi2	
瀰	mi3	
瀲	lian4	
瀵	fen4	
瀸	jian1	
瀹	yao4	
瀹	yue4	
瀺	chan2	
瀼	rang2	
瀼	rang4	
瀽	jian3	
瀾	lan2	
瀾	lan4	
瀿	fan2	
灂	jiao4	
灂	zhuo2	
灃	feng1	
灄	she4	
灉	yong1	
灊	qian2	
灌	guan4	
灑	sa3	
灕	li2	
灖	mi3	
灘	tan1	
灛	chan3	
灝	hao4	
灞	ba4	
灣	wan1	
灤	luan2	
灨	gan4	
灩	yan4	
火	huo3	
灰	hui1	
灶	zao4	
灸	jiu3	
灺	duo4	
灺	xie4	
灼	zhuo2	
災	zai1	
炅	gui4	
炅	jiong3	
炊	chui1	
炊	chui4	
炎	yan2	
炒	chao3	
炔	gui4	
炔	que1	
炕	kang4	
炘	xin1	
炙	zhi4	
炤	zhao4	
炫	xuan4	
炬	ju4	
炭	tan4	
炮	bao1	
炮	pao2	
炮	pao4	
炯	jiong3	
炰	pao2	
炱	tai2	
炳	bing3	
炷	zhu4	
炸	zha2	
炸	zha4	
爲	wei2	
爲	wei4	
烈	lie4	
烊	yang2	
烋	xiao1	
烏	wu1	
烕	xue4	
烘	hong1	
烙	lao4	
烙	luo4	
烜	xuan3	
烝	zheng1	
烤	kao3	
烯	xi1	
烴	ting1	
烷	wan2	
烹	peng1	
烺	lang3	
烽	feng1	
焄	xun1	
焉	yan1	
焊	han4	
焌	jun4	
焐	wu4	
焗	ju2	
焙	bei4	
焚	fen2	
焚	fen4	
焜	kun1	
焞	chun2	
焠	cui4	
無	mo2	
無	wu2	
焦	jiao1	
焮	xin4	
焯	zhuo2	
焰	yan4	
焱	yan4	
然	ran2	
焿	geng1	
煁	chen2	
煆	xia4	
煇	hui1	
煉	lian4	
煌	huang2	
煎	jian1	
煏	bi4	
煒	wei3	
煙	yan1	
煜	yu4	
煞	sha1	
煞	sha4	
煠	zha2	
煠	ye4	
煢	qiong2	
煣	rou2	
煤	mei2	
煥	huan4	
煦	xu3	
照	zhao4	
煨	wei1	
煩	fan2	
煬	yang2	
煬	yang4	
煮	zhu3	
煲	bao1	
煻	tang2	
煽	shan1	
熄	xi2	
熅	yun2	
熅	yun4	
熇	kao3	
熇	he4	
熇	hu4	
熊	xiong2	
熏	xun1	
熏	xun4	
熒	ying2	
熔	rong2	
熗	qiang4	
熙	xi1	
熙	yi2	
熛	biao1	
熟	shou2	
熟	shu2	
熠	yi4	
熨	yu4	
熨	yun4	
熬	ao1	
熬	ao2	
熯	han4	
熰	ou1	
熱	re4	
熲	jiong3	
熸	jian1	
熹	xi1	
熾	chi4	
燀	chan3	
燁	ye4	
燂	qian2	
燃	ran2	
燄	yan4	
燈	deng1	
燉	dun1	
燉	dun4	
燊	shen1	
燋	jiao1	
燎	liao2	
燎	liao3	
燎	liao4	
燐	lin2	
燒	shao1	
燔	fan2	
燕	yan1	
燕	yan4	
燖	xun2	
燙	tang4	
燜	men1	
燜	men4	
營	ying2	
燠	ao4	
燠	yu4	
燡	yi4	
燥	zao4	
燥	sao4	
燦	can4	
燧	sui4	
燬	hui3	
燭	zhu2	
燮	xie4	
燴	hui4	
燹	xian3	
燻	xun1	
燼	jin4	
燾	dao4	
燾	tao2	
燿	yao4	
燿	yue4	
爁	lan3	
爁	lan4	
爂	biao1	
爆	bo2	
爆	bao4	
爇	re4	
爇	ruo4	
爊	ao2	
爍	shuo4	
爐	lu2	
爓	yan4	
爚	yao4	
爚	yue4	
爛	lan4	
爝	jue2	
爟	guan4	
爢	mi2	
爣	tang3	
爨	cuan4	
爪	zhao3	
爪	zhua3	
爬	pa2	
爭	zheng1	
爰	yuan2	
爵	jue2	
父	fu3	
父	fu4	
爸	ba4	
爹	die1	
爺	ye2	
爻	xiao2	
爻	yao2	
爽	shuang3	
爾	er3	
爿	ban4	
爿	qiang2	
牁	ge1	
牂	zang1	
牄	qiang1	
牆	qiang2	
片	pian1	
片	pian4	
版	ban3	
牉	pan4	
牋	jian1	
牌	pai2	
牒	die2	
牓	bang3	
牖	you3	
牘	du2	
牙	ya2	
牚	cheng1	
牛	niu2	
牝	pin4	
牟	mou2	
牠	ta1	
牠	tuo1	
牡	mou3	
牡	mu3	
牢	lao2	
牣	ren4	
牧	mu4	
物	wu4	
牬	bei4	
牮	jian4	
牯	gu3	
牲	sheng1	
牴	di3	
牷	quan2	
牸	zi4	
特	te4	
牻	mang2	
牼	keng1	
牽	qian1	
牾	wu3	
牿	gu4	
犀	xi1	
犁	li2	
犄	ji1	
犅	gang1	
犆	zhi2	
犉	run2	
犍	jian1	
犍	qian2	
犎	feng1	
犒	kao4	
犕	bei4	
犖	luo4	
犗	jie4	
犘	ma2	
犛	mao2	
犛	li2	
犢	du2	
犦	bao4	
犧	xi1	
犨	chou1	
犬	quan3	
犮	bo2	
犯	fan4	
犰	qiu2	
犴	han4	
犴	an4	
犵	qi4	
犺	kang4	
犼	hou3	
犽	ya2	
犿	fan1	
狀	zhuang4	
狁	yun3	
狂	kuang2	
狃	niu3	
狄	di2	
狉	pi1	
狋	yi2	
狌	xing1	
狌	sheng1	
狎	xia2	
狐	hu2	
狒	fei4	
狖	you4	
狗	gou3	
狙	ju1	
狟	huan2	
狠	hen3	
狡	jiao3	
狧	ta4	
狨	rong2	
狩	shou4	
狫	lao3	
狳	yu2	
狴	bi4	
狶	xi1	
狷	juan4	
狸	li2	
狹	xia2	
狺	yin2	
狻	suan1	
狼	lang2	
狽	bei4	
猀	sha1	
猁	li4	
猇	xiao1	
猊	ni2	
猋	biao1	
猍	lai2	
猒	yan4	
猓	guo3	
猖	chang1	
猗	e3	
猗	yi1	
猗	yi3	
猘	zhi4	
猙	zheng1	
猛	meng3	
猜	cai1	
猝	cu4	
猞	she4	
猢	hu2	
猥	wei3	
猧	wo1	
猩	xing1	
猰	ya4	
猱	nao2	
猲	he4	
猲	xie1	
猳	jia1	
猴	hou2	
猵	bian1	
猵	pian4	
猶	you2	
猷	you2	
猺	yao2	
猻	sun1	
猼	bo2	
猼	pao2	
猾	hua2	
猿	yuan2	
獃	dai1	
獃	ai2	
獄	yu4	
獅	shi1	
獉	zhen1	
獌	man4	
獌	wan4	
獍	jing4	
獎	jiang3	
獏	mu2	
獐	zhang1	
獑	chan2	
獒	ao2	
獕	cui1	
獗	jue2	
獝	xu4	
獠	liao2	
獡	shuo4	
獨	du2	
獪	kuai4	
獫	xian3	
獬	xie4	
獮	xian3	
獯	xun1	
獰	ning2	
獲	huo4	
獲	huai2	
獵	lie4	
獶	nao2	
獷	guang3	
獸	shou4	
獺	ta3	
獺	ta4	
獻	xian4	
獼	mi2	
獾	huan1	
玀	luo2	
玁	xian3	
玃	jue2	
玄	xuan2	
率	lv4	
率	shuo4	
率	shuai4	
玈	lu2	
玉	yu4	
王	wang2	
王	wang4	
王	yu4	
玍	ga3	
玎	ding1	
玓	di4	
玕	gan1	
玖	jiu3	
玗	yu2	
玟	min2	
玟	wen2	
玠	jie4	
玢	bin1	
玤	bang4	
玥	yue4	
玦	jue2	
玨	jue2	
玩	wan2	
玩	wan4	
玫	mei2	
玭	pi2	
玭	pian2	
玭	pin2	
玲	ling2	
玳	dai4	
玷	dian4	
玻	bo1	
玼	ci3	
珀	po4	
珂	ke1	
珈	jia1	
珉	min2	
珊	shan1	
珌	bi4	
珍	zhen1	
珓	jiao4	
珙	gong3	
珞	luo4	
珠	zhu1	
珣	xun2	
珥	er3	
珧	yao2	
珩	heng2	
珪	gui1	
班	ban1	
珮	pei4	
珵	cheng2	
珽	ting3	
現	xian4	
琀	han4	
球	qiu2	
琅	lang2	
理	li3	
琇	xiu4	
琉	liu2	
琊	ye2	
琍	li4	
琖	zhan3	
琚	ju1	
琛	chen1	
琢	zhuo2	
琤	cheng1	
琥	hu3	
琦	qi2	
琨	kun1	
琪	qi2	
琫	beng3	
琬	wan3	
琭	lu4	
琮	cong2	
琯	guan3	
琰	yan3	
琱	diao1	
琲	bei4	
琳	lin2	
琴	qin2	
琵	pi2	
琶	ba	
琶	pa2	
琶	pa	
琺	fa4	
琿	hun2	
瑀	yu3	
瑁	mei4	
瑁	mao4	
瑄	xuan1	
瑊	zhen1	
瑋	wei3	
瑑	zhuan4	
瑒	chang4	
瑒	yang2	
瑕	xia2	
瑗	yuan4	
瑙	nao3	
瑚	hu2	
瑛	ying1	
瑜	yu2	
瑞	rui4	
瑟	se4	
瑢	rong2	
瑣	suo3	
瑶	yao2	
瑩	ying2	
瑪	ma3	
瑯	lang2	
瑰	gui1	
瑱	tian4	
瑲	qiang1	
瑳	cuo1	
瑳	cuo3	
瑽	cong1	
瑾	jin3	
瑾	jin4	
瑿	yi1	
璀	cui3	
璁	cong1	
璃	li2	
璅	suo3	
璆	qiu2	
璇	xuan2	
璈	ao2	
璉	lian2	
璉	lian3	
璊	men2	
璋	zhang1	
璐	lu4	
璘	lin2	
璚	qiong2	
璜	huang2	
璞	pu2	
璟	jing3	
璠	fan2	
璣	ji1	
璦	ai4	
璧	bi4	
璨	can4	
璩	qu2	
璪	zao3	
璫	dang1	
環	huan2	
璱	se4	
璲	sui4	
璵	yu2	
璺	wen4	
璽	xi3	
璿	xuan2	
瓀	ruan3	
瓅	li4	
瓊	qiong2	
瓏	long2	
瓓	lan2	
瓔	ying1	
瓖	xiang1	
瓘	guan4	
瓚	zan4	
瓛	huan2	
瓜	gua1	
瓝	bo2	
瓞	die2	
瓟	bo2	
瓟	pao2	
瓠	hu4	
瓢	piao2	
瓣	ban4	
瓤	rang2	
瓦	wa3	
瓦	wa4	
瓬	fang3	
瓮	weng4	
瓴	ling2	
瓶	ping2	
瓷	ci2	
瓻	chi1	
瓽	dang3	
瓽	dang4	
瓾	meng3	
瓿	pou3	
甃	zhou4	
甄	zhen1	
甋	di2	
甌	ou1	
甍	meng2	
甑	zeng4	
甒	wu3	
甓	pi4	
甔	dan1	
甔	dan4	
甕	weng4	
甖	ying1	
甗	yan3	
甘	gan1	
甚	she2	
甚	shen2	
甚	shen4	
甜	tian2	
生	sheng1	
甡	shen1	
産	chan3	
甥	sheng1	
甦	su1	
用	yong4	
甩	shuai3	
甪	lu4	
甫	fu3	
甬	yong3	
甭	beng2	
甯	ning2	
甯	ning4	
田	tian2	
由	you2	
甲	jia3	
甲	jia4	
申	shen1	
男	nan2	
甸	dian4	
甸	tian2	
甹	ping1	
町	ding1	
町	ting3	
甽	quan3	
甾	zi1	
甾	zai1	
甿	meng2	
畀	bi4	
畇	yun2	
畋	tian2	
界	jie4	
畎	quan3	
畏	wei4	
畔	pan4	
留	liu2	
畚	ben3	
畛	zhen3	
畜	xu4	
畜	chu4	
畝	mou3	
畝	mu3	
畟	ce4	
畢	bi4	
畤	zhi4	
略	lve4	
畦	qi2	
畦	xi1	
番	po2	
番	pan1	
番	fan1	
畫	hua4	
畬	she1	
畬	yu2	
畯	jun4	
異	yi4	
當	dang1	
當	dang3	
當	dang4	
畷	zhuo2	
畸	ji1	
畹	wan3	
畽	tuan3	
畿	ji1	
畿	qi2	
疁	liu2	
疃	tuan3	
疆	jiang1	
疇	chou2	
疊	die2	
疋	pi3	
疋	shu1	
疋	ya3	
疏	shu1	
疏	shu4	
疏	su1	
疐	zhi4	
疑	yi2	
疒	chuang2	
疔	ding1	
疙	ge1	
疚	jiu4	
疝	shan4	
疢	chen4	
疣	you2	
疤	ba1	
疥	jie4	
疧	zhi1	
疫	yi4	
疰	zhu4	
疱	pao4	
疲	pi2	
疳	gan1	
疵	ci1	
疵	ci2	
疸	dan3	
疹	zhen3	
疻	zhi3	
疼	teng2	
疽	ju1	
疾	ji2	
痀	ju1	
痁	dian4	
痂	jia1	
痃	xian2	
痄	zha4	
病	bing4	
痆	nie4	
症	zheng4	
痊	quan2	
痌	tong1	
痍	yi2	
痎	jie1	
痏	wei3	
痒	yang2	
痔	zhi4	
痕	hen2	
痗	mei4	
痘	dou4	
痙	jing4	
痛	tong4	
痝	mang2	
痞	pi3	
痠	suan1	
痡	pu1	
痢	li4	
痣	zhi4	
痤	cuo2	
痦	wu4	
痧	sha1	
痯	guan3	
痰	tan2	
痱	fei4	
痲	ma2	
痳	lin2	
痴	chi1	
痴	chi2	
痶	dian3	
痹	bi4	
痺	bi4	
痻	min2	
痼	gu4	
痾	ke1	
痾	e1	
痿	wei3	
瘀	yu1	
瘁	cui4	
瘃	zhu2	
瘈	ji4	
瘈	qi4	
瘈	zhi4	
瘉	yu4	
瘊	hou2	
瘋	feng1	
瘌	la4	
瘌	la	
瘍	yang2	
瘏	tu2	
瘐	yu3	
瘓	huan4	
瘕	jia3	
瘖	yin1	
瘙	sao1	
瘜	xi2	
瘝	guan1	
瘞	yi4	
瘟	wen1	
瘠	ji2	
瘡	chuang1	
瘢	ban1	
瘣	hui4	
瘤	liu2	
瘥	chai4	
瘥	cuo2	
瘦	shou4	
瘧	nve4	
瘨	dian1	
瘩	da2	
瘩	da	
瘭	biao1	
瘯	cu4	
瘰	luo3	
瘱	yi4	
瘲	zong4	
瘳	chou1	
瘴	zhang4	
瘵	zhai4	
瘸	que2	
瘺	lou4	
瘻	lou4	
瘻	lv2	
瘼	mo4	
療	liao2	
癃	long2	
癆	lao2	
癇	xian2	
癈	fei4	
癉	dan1	
癉	dan4	
癌	ai2	
癌	yan2	
癒	yu4	
癔	yi4	
癖	pi3	
癖	pi4	
癘	li4	
癙	shu3	
癜	dian4	
癟	bie3	
癠	ji4	
癢	yang3	
癤	jie1	
癤	jie2	
癥	zheng1	
癩	lai4	
癬	xian3	
癬	xuan3	
癭	ying3	
癮	yin3	
癰	yong1	
癱	tan1	
癲	dian1	
癶	bo1	
癸	gui3	
癹	po1	
登	deng1	
發	fa1	
白	bo2	
白	bai2	
百	bo2	
百	bai3	
皀	xiang1	
皁	zao4	
皂	zao4	
的	de	
的	di2	
的	di4	
皆	jie1	
皇	huang2	
皈	gui1	
皋	gao1	
皎	jiao3	
皓	hao4	
皕	bi4	
皖	huan3	
皖	wan3	
皙	xi1	
皚	ai2	
皜	hao4	
皞	hao4	
皤	po2	
皦	jiao3	
皫	piao3	
皭	jiao4	
皮	pi2	
皯	gan3	
皰	pao4	
皴	cun1	
皸	jun1	
皺	zhou4	
皻	zha1	
皽	zhan3	
皿	min3	
皿	ming3	
盂	yu2	
盃	bei1	
盅	zhong1	
盆	pen2	
盈	ying2	
盉	he2	
益	yi2	
益	yi4	
盍	he2	
盎	ang4	
盒	he2	
盔	kui1	
盛	cheng2	
盛	sheng4	
盜	dao4	
盝	lu4	
盞	zhan3	
盟	meng2	
盟	meng4	
盡	jin4	
監	jian1	
監	jian4	
盤	pan2	
盥	guan4	
盦	an1	
盧	lu2	
盩	zhou1	
盪	dang4	
盬	gu3	
盭	li4	
目	mu4	
盯	ding1	
盱	xu1	
盲	mang2	
盳	mang2	
直	zhi2	
相	xiang1	
相	xiang4	
盹	dun3	
盻	xi4	
盼	pan4	
盾	dun4	
盾	shun3	
省	xing3	
省	sheng3	
眄	mian3	
眇	miao3	
眈	dan1	
眉	mei2	
眊	mao4	
看	kan1	
看	kan4	
眕	zhen3	
眙	chi4	
眙	yi2	
眚	sheng3	
眛	mei4	
眝	zhu4	
真	zhen1	
眠	mian2	
眢	yuan1	
眥	zi4	
眨	zha3	
眩	xuan4	
眭	sui1	
眯	mi1	
眯	mi3	
眲	ne4	
眴	xuan4	
眵	chi1	
眶	kuang1	
眷	juan4	
眸	mou2	
眹	zhen4	
眺	tiao4	
眼	yan3	
眽	mo4	
眽	mai4	
眾	zhong4	
睃	jun4	
睄	qiao2	
睅	han4	
睆	huan3	
睇	di4	
睊	juan4	
睋	e2	
睍	xian4	
睎	xi1	
睏	kun4	
睒	shan3	
睗	shi4	
睚	ya2	
睚	yai2	
睛	jing1	
睜	zheng1	
睞	lai4	
睟	sui4	
睠	juan4	
睡	shui4	
睢	sui1	
督	du1	
睥	bi4	
睦	mu4	
睨	ni4	
睩	lu4	
睪	gao1	
睪	yi4	
睫	jie2	
睬	cai3	
睮	yu2	
睹	du3	
睺	hou2	
睽	kui2	
睾	gao1	
睿	rui4	
瞀	mao4	
瞀	mou4	
瞂	fa1	
瞄	miao2	
瞅	chou3	
瞇	mi1	
瞋	chen1	
瞌	ke1	
瞍	sou3	
瞎	xia1	
瞏	qiong2	
瞑	mian2	
瞑	mian4	
瞑	ming2	
瞑	ming3	
瞖	yi4	
瞘	kou1	
瞚	shun4	
瞞	man2	
瞟	piao3	
瞠	cheng1	
瞢	meng2	
瞤	shun4	
瞥	pie1	
瞧	qiao2	
瞪	deng4	
瞫	shen3	
瞬	shun4	
瞭	liao3	
瞭	liao4	
瞰	kan4	
瞳	tong2	
瞵	lin2	
瞶	gui4	
瞶	kui4	
瞷	jian4	
瞻	zhan1	
瞼	jian3	
瞽	gu3	
瞿	ju4	
瞿	qu1	
瞿	qu2	
矇	meng1	
矇	meng2	
矉	pin2	
矊	mian2	
矊	mian3	
矍	jue2	
矎	xuan1	
矎	xuan4	
矐	huo4	
矓	long2	
矔	guan4	
矕	man2	
矕	man3	
矗	chu4	
矘	tang3	
矚	zhu3	
矛	mao2	
矜	guan1	
矜	jin1	
矜	qin2	
矞	yu4	
矢	shi3	
矣	yi3	
知	zhi1	
知	zhi4	
矧	shen3	
矩	ju3	
矬	cuo2	
短	duan3	
矮	ai3	
矯	jiao3	
矰	zeng1	
矱	huo4	
矱	wo4	
矲	ba4	
石	dan4	
石	shi2	
矸	gan1	
矻	ku4	
矼	jiang1	
矼	qiang1	
矽	xi4	
砂	sha1	
砈	e4	
砉	huo4	
砌	qi4	
砌	qie4	
砍	kan3	
砐	e4	
砑	ya4	
砒	pi1	
研	yan2	
研	yan4	
砝	fa3	
砟	zha3	
砟	zha4	
砠	ju1	
砢	luo3	
砢	ke1	
砣	tuo2	
砥	di3	
砦	zhai4	
砧	zhen1	
砫	zhu3	
砫	zhu4	
砭	bian1	
砮	nu3	
砰	peng1	
砲	pao4	
破	po4	
砵	bo1	
砷	shen1	
砸	za2	
硃	zhu1	
硅	gui1	
硇	nao2	
硉	lu4	
硌	luo4	
硌	ge4	
硎	xing2	
硒	xi1	
硜	keng1	
硝	xiao1	
硤	xia2	
硥	mang3	
硨	che1	
硪	e2	
硪	e3	
硫	liu2	
硬	ying4	
硭	mang2	
确	que4	
硯	yan4	
硶	chen3	
硼	peng1	
硼	peng2	
碆	bo1	
碆	po2	
碇	ding4	
碉	diao1	
碌	lu4	
碎	sui4	
碏	que4	
碑	bei1	
碓	dui4	
碔	wu3	
碕	qi2	
碗	wan3	
碘	dian3	
碚	bei4	
碞	yan2	
碟	die2	
碡	du2	
碣	jie2	
碥	bian3	
碧	bi4	
碩	shi2	
碩	shuo4	
碪	kan4	
碪	zhen1	
碫	duan4	
碭	dang4	
碰	peng4	
碲	di4	
碳	tan4	
碴	cha2	
確	que4	
碻	que4	
碼	ma3	
碾	nian3	
磁	ci2	
磅	bang4	
磅	beng4	
磅	pang1	
磈	kui3	
磉	sang3	
磊	lei3	
磋	cuo1	
磌	tian2	
磎	qi1	
磎	xi1	
磏	lian2	
磐	pan2	
磑	ai2	
磑	wei4	
磔	zhe2	
磕	ke1	
磚	zhuan1	
磞	peng1	
磠	lu3	
磣	chen3	
磧	qi4	
磨	mo2	
磨	mo4	
磪	cui1	
磬	qing4	
磯	ji1	
磲	qu2	
磴	deng4	
磶	xi4	
磷	lin2	
磺	huang2	
磻	pan2	
磼	za2	
磽	qiao1	
磾	di1	
礁	jiao1	
礄	qiao2	
礉	he2	
礌	lei4	
礎	chu3	
礓	jiang1	
礙	ai4	
礛	lan2	
礛	jian1	
礞	meng2	
礤	ca3	
礦	gong3	
礦	kuang4	
礧	lei3	
礨	lei3	
礩	zhi2	
礪	li4	
礫	li4	
礬	fan2	
礱	long2	
礴	bo2	
示	qi2	
示	shi4	
礽	reng2	
社	she4	
礿	yue4	
祀	si4	
祁	qi2	
祂	ta1	
祅	yao1	
祆	xian1	
祇	qi2	
祇	zhi1	
祈	qi2	
祉	zhi3	
祊	beng1	
祏	shi2	
祐	you4	
祓	fu2	
祔	fu4	
祕	bi4	
祕	mi4	
祖	zu3	
祗	zhi1	
祚	zuo4	
祛	qu1	
祜	hu4	
祝	zhu4	
神	shen2	
祟	sui4	
祠	ci2	
祡	chai2	
祥	xiang2	
祧	tiao1	
票	piao1	
票	piao4	
祫	xia2	
祭	ji4	
祭	zhai4	
祲	jin1	
祺	qi2	
祼	guan4	
祿	lu4	
禁	jin1	
禁	jin4	
禊	xi4	
禋	yin1	
禍	huo4	
禎	zhen1	
福	fu2	
禓	yang2	
禔	ti2	
禕	yi1	
禖	mei2	
禘	di4	
禚	zhuo2	
禛	zhen1	
禜	yong4	
禡	ma4	
禦	yu4	
禧	xi1	
禧	xi3	
禨	ji1	
禪	chan2	
禪	shan4	
禫	tan3	
禬	gui4	
禮	li3	
禰	mi2	
禰	ni3	
禱	dao3	
禳	rang2	
禴	yue4	
禷	lei4	
禸	rou2	
禹	yu3	
禺	yu2	
禺	yu4	
禼	xie4	
禽	qin2	
禾	he2	
秃	tu1	
秀	xiu4	
私	si1	
秈	xian1	
秉	bing3	
秋	qiu1	
种	chong2	
秎	fen2	
秎	fen4	
秏	hao4	
科	ke1	
秒	miao3	
秕	bi3	
秖	zhi1	
秘	bi4	
秘	mi4	
租	zu1	
秠	pi1	
秣	mo4	
秤	ping2	
秤	cheng4	
秦	qin2	
秧	yang1	
秩	zhi4	
秫	shu2	
秬	ju4	
秭	zi3	
秸	jie1	
移	yi2	
稀	xi1	
稂	lang2	
稃	fu1	
税	shui4	
稈	gan3	
稊	ti2	
程	cheng2	
稌	tu2	
稍	shao1	
稍	shao4	
稑	lu4	
稔	ren3	
稗	bai4	
稘	ji1	
稙	zhi2	
稚	zhi4	
稛	kun3	
稜	leng2	
稞	ke1	
稟	bin1	
稟	bing3	
稟	lin3	
稠	chou2	
稨	bian3	
種	zhong3	
種	zhong4	
稰	xu1	
稱	chen4	
稱	cheng1	
稱	cheng4	
稷	ji4	
稹	zhen3	
稻	dao4	
稼	jia4	
稽	ji1	
稽	qi3	
稿	gao3	
穀	gu3	
穄	ji4	
穆	mu4	
穈	men2	
穊	ji4	
穋	lu4	
穌	su1	
積	ji1	
穎	ying3	
穗	sui4	
穛	zhuo2	
穜	tong2	
穟	sui4	
穠	nong2	
穡	se4	
穢	hui4	
穢	wei4	
穧	ji4	
穩	wen3	
穫	hu4	
穫	huo4	
穮	biao1	
穰	rang2	
穰	rang3	
穴	xue2	
穴	xue4	
究	jiu1	
究	jiu4	
穸	xi4	
穹	qiong1	
穹	qiong2	
空	kong1	
空	kong4	
穾	yao3	
穿	chuan1	
窀	zhun1	
突	tu2	
窄	zhai3	
窄	ze2	
窅	yao3	
窆	bian3	
窈	yao3	
窊	wa1	
窋	zhu2	
窐	gui1	
窐	wa1	
窒	zhi4	
窔	yao3	
窕	tiao3	
窖	jiao4	
窗	chuang1	
窘	jun3	
窘	jiong3	
窞	dan4	
窟	ku1	
窠	ke1	
窣	su4	
窨	xun1	
窨	yin4	
窩	wo1	
窪	wa1	
窬	yu2	
窮	qiong2	
窯	yao2	
窳	yu3	
窵	diao4	
窶	lou2	
窶	ju4	
窸	xi1	
窺	kui1	
窾	kuan3	
窿	long2	
竁	cui4	
竄	cuan4	
竅	qiao4	
竇	dou4	
竊	qie4	
立	li4	
竑	hong2	
竘	ju3	
站	zhan4	
竟	jing4	
章	zhang1	
竣	jun4	
童	tong2	
竦	song3	
竫	jing4	
竭	jie2	
端	duan1	
竱	zhuan3	
競	jing4	
竷	kan3	
竹	zhu2	
竺	zhu2	
竽	yu2	
竿	gan1	
笄	ji1	
笅	xiao2	
笆	ba1	
笈	ji2	
笊	zhao4	
笏	hu4	
笐	gang1	
笑	xiao4	
笘	shan1	
笙	sheng1	
笛	di2	
笞	chi1	
笠	li4	
笢	min3	
笤	tiao2	
笥	si4	
符	fu2	
笨	ben4	
笫	zi3	
第	di4	
笭	ling2	
笮	zha4	
笮	ze2	
笯	nu2	
笱	gou3	
笲	fan2	
笳	jia1	
笴	ge3	
笵	fan4	
笸	po3	
筅	xian3	
筆	bi3	
筇	qiong2	
筈	gua1	
等	deng3	
筊	jiao3	
筋	jin1	
筌	quan2	
筍	sun3	
筏	fa2	
筐	kuang1	
筑	zhu2	
筒	tong3	
答	da1	
答	da2	
策	ce4	
筠	yun2	
筢	pa2	
筤	lang2	
筥	ju3	
筦	guan3	
筧	jian3	
筭	suan4	
筮	shi4	
筰	zuo2	
筱	xiao3	
筲	shao1	
筳	ting2	
筴	ce4	
筵	yan2	
筷	kuai4	
箄	bei1	
箄	pai2	
箅	bi4	
箇	ge4	
箋	jian1	
